filing_id,filing_date,transaction_date,ticker,insider_name,insider_title,transaction_type,shares_transacted,price_per_share,transaction_value,shares_owned_after,ownership_type,filing_delay_days
2134,2018-05-28,2018-05-26,JQTX,Insider_JQTX_5,COO,P-Purchase,347,21.06,7308.94,44995,Direct,2
4280,2018-05-29,2018-05-28,FVJ,Insider_FVJ_8,General Counsel,P-Purchase,644,11.08,7135.95,67046,Direct,1
2978,2018-05-29,2018-05-26,YQYX,Insider_YQYX_2,10% Owner,S-Sale,37466,18.77,703322.79,33897,Indirect,3
2666,2018-05-30,2018-05-27,YYR,Insider_YYR_3,VP,S-Sale,134253,11.62,1560605.35,0,Direct,3
3307,2018-05-30,2018-05-28,IGRD,Insider_IGRD_5,Director,S-Sale,21093,6.88,145025.43,98768,Trust,2
5524,2018-05-30,2018-05-30,EOYB,Insider_EOYB_2,Director,S-Sale,20905,4.37,91321.8,0,Direct,0
139,2018-05-30,2018-05-23,XZYM,Insider_XZYM_0,General Counsel,S-Sale,3757,19.66,73848.39,139674,Indirect,7
1393,2018-05-30,2018-05-29,UFZL,Insider_UFZL_5,CEO,P-Purchase,10638,4.35,46294.69,18452,Direct,1
1651,2018-05-30,2018-05-27,UNI,Insider_UNI_8,Director,S-Sale,43452,18.5,803938.94,0,Direct,3
6285,2018-05-30,2018-05-28,KZW,Insider_KZW_0,VP,P-Purchase,5775,16.88,97503.53,11539,Direct,2
6165,2018-05-31,2018-05-27,FHI,Insider_FHI_1,SVP,S-Sale,3070,19.94,61216.78,9657,Direct,4
2644,2018-05-31,2018-05-31,KKRO,Insider_KKRO_6,VP,S-Sale,35455,13.23,469101.54,0,Indirect,0
4096,2018-05-31,2018-05-29,HTPM,Insider_HTPM_0,CFO,S-Sale,9407,26.94,253437.84,5070,Indirect,2
5515,2018-05-31,2018-05-29,NCA,Insider_NCA_5,SVP,S-Sale,32799,34.87,1143667.78,131043,Direct,2
5831,2018-06-01,2018-05-31,UFA,Insider_UFA_1,SVP,S-Sale,40406,5.05,203850.58,0,Direct,1
4300,2018-06-01,2018-05-31,WFQ,Insider_WFQ_0,CEO,P-Purchase,5040,6.87,34628.97,26294,Direct,1
2176,2018-06-04,2018-05-31,KZW,Insider_KZW_0,VP,S-Sale,1149,23.81,27361.19,39023,Indirect,4
4840,2018-06-04,2018-05-31,IRZ,Insider_IRZ_3,VP,S-Sale,1012,10.5,10630.95,34945,Direct,4
4034,2018-06-04,2018-06-02,ELQW,Insider_ELQW_3,VP,S-Sale,12826,20.15,258468.08,452541,Direct,2
7530,2018-06-04,2018-06-03,KPQ,Insider_KPQ_1,Controller,S-Sale,1534,21.4,32828.93,1026,Direct,1
4008,2018-06-04,2018-06-02,PAIF,Insider_PAIF_5,CEO,S-Sale,5804,5.8,33638.87,13507,Direct,2
3981,2018-06-05,2018-06-02,FUB,Insider_FUB_0,SVP,S-Sale,1810,5.96,10796.43,44053,Direct,3
2244,2018-06-05,2018-06-02,QEDJ,Insider_QEDJ_3,SVP,P-Purchase,5492,13.92,76471.95,5800,Direct,3
1106,2018-06-05,2018-06-05,WNGI,Insider_WNGI_5,SVP,S-Sale,180,6.44,1159.72,223097,Direct,0
6143,2018-06-06,2018-06-02,OYWE,Insider_OYWE_5,VP,P-Purchase,1541,24.97,38474.49,13883,Direct,4
3423,2018-06-06,2018-06-03,YCIQ,Insider_YCIQ_4,SVP,P-Purchase,963,11.09,10677.63,34868,Direct,3
4296,2018-06-06,2018-05-27,LEEW,Insider_LEEW_10,SVP,P-Purchase,533,5.98,3186.56,23019,Direct,10
4747,2018-06-06,2018-06-05,WFQ,Insider_WFQ_1,VP,P-Purchase,34888,15.49,540369.9,52545,Indirect,1
2695,2018-06-07,2018-06-07,VWEA,Insider_VWEA_1,SVP,S-Sale,523,2.78,1453.7,10012,Direct,0
4941,2018-06-07,2018-06-04,QQL,Insider_QQL_2,CFO,P-Purchase,625,8.76,5476.21,5155,Indirect,3
4746,2018-06-07,2018-05-31,LFBU,Insider_LFBU_3,VP,S-Sale,29010,7.99,231777.99,30924,Indirect,7
3236,2018-06-07,2018-06-07,MMRZ,Insider_MMRZ_2,VP,S-Sale,2439,10.01,24403.87,80067,Direct,0
3227,2018-06-08,2018-06-06,KPQ,Insider_KPQ_1,Controller,S-Sale,6604,18.2,120208.77,197885,Direct,2
3410,2018-06-08,2018-06-06,JZL,Insider_JZL_1,10% Owner,P-Purchase,5651,18.08,102173.44,48181,Indirect,2
203,2018-06-08,2018-06-05,VNFF,Insider_VNFF_3,SVP,S-Sale,601,12.33,7408.68,16372,Direct,3
2766,2018-06-11,2018-06-09,PSD,Insider_PSD_2,Director,S-Sale,78869,13.86,1092788.47,0,Direct,2
5888,2018-06-11,2018-06-09,SYZV,Insider_SYZV_4,10% Owner,S-Sale,27435,7.39,202828.65,0,Indirect,2
5938,2018-06-11,2018-06-09,NUFC,Insider_NUFC_0,VP,S-Sale,6536,14.06,91922.95,26618,Indirect,2
5987,2018-06-12,2018-06-11,ACR,Insider_ACR_8,CTO,S-Sale,36158,6.55,236937.22,0,Direct,1
2106,2018-06-12,2018-06-07,OYV,Insider_OYV_2,10% Owner,S-Sale,6037,11.91,71904.13,34851,Direct,5
571,2018-06-12,2018-06-08,LMLN,Insider_LMLN_6,CTO,P-Purchase,16136,7.31,117956.25,20491,Direct,4
7265,2018-06-12,2018-06-09,UPMR,Insider_UPMR_1,CFO,S-Sale,35300,7.65,270201.49,0,Direct,3
15,2018-06-12,2018-06-12,ELQW,Insider_ELQW_4,CTO,S-Sale,4424,26.29,116320.67,0,Direct,0
7874,2018-06-12,2018-06-11,LLEG,Insider_LLEG_4,General Counsel,S-Sale,5638,16.2,91343.56,9379,Direct,1
1150,2018-06-13,2018-06-13,VKEA,Insider_VKEA_3,10% Owner,S-Sale,1440,6.8,9791.43,39957,Direct,0
1719,2018-06-13,2018-06-12,IRZ,Insider_IRZ_2,10% Owner,S-Sale,206,7.27,1497.46,4211,Direct,1
1197,2018-06-13,2018-06-11,BTO,Insider_BTO_1,General Counsel,S-Sale,41820,10.96,458413.88,0,Direct,2
6002,2018-06-13,2018-06-12,TYDJ,Insider_TYDJ_7,SVP,S-Sale,42994,16.11,692553.57,28828,Direct,1
5616,2018-06-14,2018-06-12,BTO,Insider_BTO_5,Director,S-Sale,4661,12.44,57972.44,1212,Direct,2
6582,2018-06-14,2018-06-12,XUD,Insider_XUD_1,CFO,S-Sale,3792,1.76,6656.22,45869,Direct,2
5341,2018-06-14,2018-06-07,ZPU,Insider_ZPU_5,Director,S-Sale,19638,11.33,222548.31,213,Direct,7
222,2018-06-14,2018-06-10,CCAE,Insider_CCAE_4,Director,S-Sale,886,19.47,17248.7,131753,Indirect,4
1286,2018-06-15,2018-06-11,HTCP,Insider_HTCP_5,General Counsel,P-Purchase,5328,19.67,104790.14,16596,Direct,4
5959,2018-06-15,2018-06-13,MAVT,Insider_MAVT_1,Controller,S-Sale,90997,7.18,653415.08,0,Direct,2
2407,2018-06-18,2018-06-16,BAPW,Insider_BAPW_0,SVP,P-Purchase,1259,46.19,58151.01,118776,Direct,2
3584,2018-06-18,2018-06-17,ZPU,Insider_ZPU_2,CEO,S-Sale,18419,5.97,109871.47,175557,Trust,1
2615,2018-06-18,2018-06-17,NCF,Insider_NCF_1,Director,S-Sale,1802,109.87,197984.99,91258,Indirect,1
6691,2018-06-18,2018-06-18,CATU,Insider_CATU_3,Director,S-Sale,907,4.11,3728.31,21903,Direct,0
2031,2018-06-18,2018-06-17,CSP,Insider_CSP_2,VP,S-Sale,1762,14.36,25302.58,1256572,Direct,1
4314,2018-06-18,2018-06-17,MRZF,Insider_MRZF_4,Director,P-Purchase,127,16.09,2043.61,39772,Direct,1
4947,2018-06-18,2018-06-15,JQTX,Insider_JQTX_0,Director,S-Sale,1642,23.12,37964.6,14170,Direct,3
3465,2018-06-18,2018-06-15,ZWZ,Insider_ZWZ_1,Director,S-Sale,7086,4.33,30649.36,58862,Direct,3
7509,2018-06-19,2018-06-17,YGMU,Insider_YGMU_1,Director,P-Purchase,665,43.33,28813.59,4003,Direct,2
242,2018-06-19,2018-06-16,VCAC,Insider_VCAC_1,Director,S-Sale,26043,13.35,347698.08,213910,Direct,3
7637,2018-06-19,2018-06-15,HGRH,Insider_HGRH_3,VP,P-Purchase,2731,7.59,20727.36,28410,Direct,4
839,2018-06-19,2018-06-17,YCIQ,Insider_YCIQ_0,Controller,S-Sale,35606,4.06,144479.56,0,Direct,2
4274,2018-06-19,2018-06-19,YCIQ,Insider_YCIQ_3,CFO,P-Purchase,3629,8.69,31529.6,5518,Direct,0
4061,2018-06-19,2018-06-17,DNP,Insider_DNP_1,Director,S-Sale,1059,20.08,21265.51,104,Direct,2
7952,2018-06-20,2018-06-16,BAPW,Insider_BAPW_1,Director,S-Sale,565,29.79,16833.66,7044,Direct,4
3201,2018-06-20,2018-06-18,TYDJ,Insider_TYDJ_4,Director,S-Sale,9089,19.88,180696.49,682,Direct,2
4569,2018-06-20,2018-06-18,FUB,Insider_FUB_4,CTO,S-Sale,7092,7.84,55611.44,48969,Direct,2
6577,2018-06-21,2018-06-20,LEEW,Insider_LEEW_2,COO,S-Sale,1264,3.98,5031.48,60186,Direct,1
4992,2018-06-21,2018-06-19,HDXY,Insider_HDXY_3,Director,P-Purchase,100,22.19,2219.29,47063,Direct,2
3778,2018-06-21,2018-06-17,VKEA,Insider_VKEA_0,SVP,S-Sale,3047,9.03,27504.27,316737,Direct,4
882,2018-06-21,2018-06-17,HGC,Insider_HGC_10,Director,S-Sale,612,99.33,60787.18,17415,Direct,4
3825,2018-06-21,2018-06-19,QGX,Insider_QGX_5,General Counsel,P-Purchase,843,4.34,3657.3,14739,Direct,2
5513,2018-06-21,2018-06-19,ZIGI,Insider_ZIGI_9,VP,S-Sale,7828,8.59,67236.06,5479,Direct,2
4361,2018-06-21,2018-06-19,OYW,Insider_OYW_5,General Counsel,S-Sale,235,11.23,2638.04,7221,Indirect,2
7714,2018-06-22,2018-06-18,WCLZ,Insider_WCLZ_1,CEO,S-Sale,1907,18.59,35450.18,31452,Indirect,4
5393,2018-06-22,2018-06-19,CCAE,Insider_CCAE_3,Director,P-Purchase,484,21.8,10549.67,2590,Direct,3
7365,2018-06-22,2018-06-20,LEYQ,Insider_LEYQ_3,Director,P-Purchase,6729,35.52,238980.77,33433,Indirect,2
3115,2018-06-22,2018-06-21,IGRD,Insider_IGRD_2,SVP,P-Purchase,822,5.51,4528.35,4006,Direct,1
1661,2018-06-25,2018-06-24,WFQ,Insider_WFQ_1,VP,P-Purchase,208,9.77,2032.49,87144,Direct,1
3164,2018-06-25,2018-06-25,VQTJ,Insider_VQTJ_0,10% Owner,S-Sale,15395,11.98,184474.8,0,Indirect,0
1561,2018-06-25,2018-06-25,TMP,Insider_TMP_1,10% Owner,P-Purchase,464,30.96,14363.48,886,Direct,0
2341,2018-06-25,2018-06-23,WNGI,Insider_WNGI_5,SVP,S-Sale,287174,10.06,2890338.9,0,Direct,2
6224,2018-06-25,2018-06-23,OKH,Insider_OKH_5,10% Owner,P-Purchase,1003,7.84,7865.68,13985,Direct,2
2701,2018-06-25,2018-06-21,OWO,Insider_OWO_3,Director,S-Sale,883,6.15,5426.77,3118,Indirect,4
6149,2018-06-25,2018-06-24,HGRH,Insider_HGRH_7,10% Owner,S-Sale,262,5.09,1334.34,58905,Trust,1
3720,2018-06-26,2018-06-24,GYM,Insider_GYM_0,VP,S-Sale,166,15.99,2654.67,4340,Direct,2
3314,2018-06-26,2018-06-24,QQL,Insider_QQL_6,CFO,S-Sale,9574,13.72,131365.22,25558,Direct,2
3770,2018-06-26,2018-06-25,CAAH,Insider_CAAH_0,10% Owner,S-Sale,2212,20.76,45922.24,65529,Direct,1
2833,2018-06-26,2018-06-23,ASJL,Insider_ASJL_2,SVP,S-Sale,7332,29.18,213924.84,136799,Direct,3
5487,2018-06-26,2018-06-24,AEWZ,Insider_AEWZ_2,Director,S-Sale,26533,27.72,735391.85,0,Indirect,2
2169,2018-06-27,2018-06-25,NBKS,Insider_NBKS_7,General Counsel,P-Purchase,7190,6.84,49156.98,15619,Direct,2
3063,2018-06-27,2018-06-27,ASJL,Insider_ASJL_2,SVP,S-Sale,139165,35.09,4883408.1,0,Direct,0
2478,2018-06-27,2018-06-22,WFQ,Insider_WFQ_3,10% Owner,S-Sale,3969,8.33,33066.93,135,Direct,5
5214,2018-06-27,2018-06-22,TXLR,Insider_TXLR_6,Controller,P-Purchase,1446,8.35,12078.58,81414,Indirect,5
4420,2018-06-27,2018-06-24,YROI,Insider_YROI_1,VP,P-Purchase,1403,8.93,12532.25,12385,Direct,3
44,2018-06-27,2018-06-25,TEL,Insider_TEL_7,CTO,P-Purchase,293,21.38,6264.75,56611,Direct,2
5304,2018-06-27,2018-06-25,OYV,Insider_OYV_1,General Counsel,S-Sale,9304,8.36,77789.11,6167,Indirect,2
7749,2018-06-28,2018-06-21,CTDS,Insider_CTDS_3,VP,S-Sale,3150,7.32,23059.41,10270,Direct,7
2950,2018-06-28,2018-06-28,FSLV,Insider_FSLV_1,Director,S-Sale,17279,45.16,780234.1,0,Trust,0
7255,2018-06-28,2018-06-25,GQT,Insider_GQT_8,SVP,P-Purchase,2810,72.18,202826.05,96055,Direct,3
3992,2018-06-29,2018-06-26,AIKV,Insider_AIKV_1,10% Owner,S-Sale,3796,3.64,13811.22,432,Indirect,3
3145,2018-06-29,2018-06-27,PUEC,Insider_PUEC_1,Director,P-Purchase,2657,2.85,7568.46,6261,Direct,2
682,2018-06-29,2018-06-26,YYR,Insider_YYR_0,VP,P-Purchase,71878,19.16,1377097.36,105957,Direct,3
4261,2018-06-29,2018-06-25,IGRD,Insider_IGRD_4,VP,S-Sale,294014,3.94,1157890.25,0,Direct,4
4920,2018-06-29,2018-06-27,TXLR,Insider_TXLR_2,CFO,S-Sale,222,8.44,1872.68,9148,Indirect,2
6944,2018-07-02,2018-07-01,YXMZ,Insider_YXMZ_0,CEO,S-Sale,856,48.46,41478.73,12191,Indirect,1
5773,2018-07-02,2018-06-30,YCIQ,Insider_YCIQ_4,SVP,S-Sale,8229,5.47,44977.92,31565,Direct,2
3262,2018-07-02,2018-06-30,RBV,Insider_RBV_1,COO,S-Sale,762,3.0,2282.98,480101,Direct,2
541,2018-07-02,2018-06-30,QEDJ,Insider_QEDJ_3,SVP,S-Sale,1302,12.83,16709.15,821543,Indirect,2
1372,2018-07-02,2018-06-29,YCIQ,Insider_YCIQ_0,Controller,S-Sale,3808,5.62,21386.64,402896,Direct,3
1868,2018-07-02,2018-06-30,EFCU,Insider_EFCU_2,10% Owner,S-Sale,1875,7.39,13848.25,121554,Direct,2
6521,2018-07-03,2018-06-23,OSBT,Insider_OSBT_2,Director,S-Sale,684,12.18,8329.51,7041,Direct,10
6739,2018-07-04,2018-07-04,CRZS,Insider_CRZS_2,SVP,P-Purchase,877,37.17,32594.67,3927,Direct,0
5289,2018-07-04,2018-07-01,SMM,Insider_SMM_0,CTO,P-Purchase,33950,5.58,189292.8,37480,Direct,3
6697,2018-07-04,2018-07-03,ZWZ,Insider_ZWZ_0,CFO,S-Sale,33148,6.62,219409.58,38594,Indirect,1
5069,2018-07-04,2018-07-02,VXI,Insider_VXI_4,CEO,S-Sale,1139,9.9,11280.85,4469,Direct,2
2551,2018-07-05,2018-07-05,ROV,Insider_ROV_5,COO,S-Sale,111,40.28,4471.36,1537,Direct,0
6399,2018-07-05,2018-07-03,EDBT,Insider_EDBT_5,Director,S-Sale,12029,15.37,184888.85,161,Trust,2
7361,2018-07-05,2018-07-04,ZIGI,Insider_ZIGI_5,VP,P-Purchase,7291,5.83,42531.74,25354,Direct,1
3387,2018-07-05,2018-07-03,TKQH,Insider_TKQH_10,General Counsel,S-Sale,1599,8.59,13741.37,904,Direct,2
7755,2018-07-05,2018-07-04,AEWZ,Insider_AEWZ_1,VP,S-Sale,1430,17.51,25044.28,239028,Trust,1
6861,2018-07-06,2018-07-04,ELQW,Insider_ELQW_3,VP,P-Purchase,1912,15.88,30358.45,58395,Direct,2
4586,2018-07-06,2018-07-05,ICA,Insider_ICA_1,Director,S-Sale,7743,65.7,508744.01,6586,Direct,1
2844,2018-07-06,2018-07-04,NRZI,Insider_NRZI_1,CFO,S-Sale,1626,30.94,50303.45,170562,Indirect,2
2651,2018-07-06,2018-07-05,UEJJ,Insider_UEJJ_0,10% Owner,S-Sale,10585,4.31,45596.36,283,Direct,1
1135,2018-07-06,2018-07-05,UPMR,Insider_UPMR_0,CFO,P-Purchase,1439,10.68,15374.44,3017,Direct,1
3069,2018-07-09,2018-07-07,TMP,Insider_TMP_8,CEO,S-Sale,54564,11.76,641945.18,585236,Direct,2
7449,2018-07-09,2018-07-02,RZLB,Insider_RZLB_7,Director,S-Sale,2223,61.03,135659.74,20302,Trust,7
1012,2018-07-09,2018-07-09,PSD,Insider_PSD_1,VP,S-Sale,314,15.53,4877.81,6886,Direct,0
5063,2018-07-09,2018-07-05,VBJ,Insider_VBJ_5,General Counsel,S-Sale,2941,5.16,15183.34,21276,Indirect,4
3724,2018-07-10,2018-07-05,JPHF,Insider_JPHF_0,10% Owner,S-Sale,3231,9.19,29707.04,0,Direct,5
6940,2018-07-11,2018-07-10,CATU,Insider_CATU_3,Director,S-Sale,3097,4.33,13397.63,12413,Direct,1
2402,2018-07-11,2018-07-10,VCRL,Insider_VCRL_0,CTO,S-Sale,204,15.4,3142.27,242564,Direct,1
5158,2018-07-11,2018-07-09,XKS,Insider_XKS_4,VP,S-Sale,1371,7.34,10063.5,31592,Direct,2
1888,2018-07-12,2018-07-10,WCLZ,Insider_WCLZ_3,Director,S-Sale,8387,17.14,143761.95,16705,Indirect,2
3414,2018-07-12,2018-07-11,SRC,Insider_SRC_3,CTO,S-Sale,173,16.19,2801.26,10465,Direct,1
2543,2018-07-12,2018-07-05,NWY,Insider_NWY_8,General Counsel,S-Sale,20117,12.61,253655.07,0,Direct,7
5313,2018-07-12,2018-07-10,ICA,Insider_ICA_2,CFO,P-Purchase,474,45.86,21739.6,9557,Indirect,2
37,2018-07-12,2018-07-11,RBV,Insider_RBV_2,10% Owner,S-Sale,7235,1.97,14238.83,0,Direct,1
6948,2018-07-13,2018-07-13,EVY,Insider_EVY_3,VP,S-Sale,1870,20.99,39249.28,60426,Direct,0
6291,2018-07-13,2018-07-10,ACR,Insider_ACR_8,CTO,S-Sale,429,6.75,2897.41,2405,Direct,3
615,2018-07-13,2018-07-11,AXOW,Insider_AXOW_7,COO,P-Purchase,100,14.27,1426.65,26384,Direct,2
5092,2018-07-13,2018-07-08,XEMD,Insider_XEMD_1,COO,S-Sale,4394,34.81,152943.74,3847,Direct,5
4200,2018-07-16,2018-07-14,QFX,Insider_QFX_8,10% Owner,P-Purchase,113,3.64,411.22,36830,Direct,2
6901,2018-07-16,2018-07-14,JZSG,Insider_JZSG_4,VP,S-Sale,121,18.38,2223.49,57282,Indirect,2
4281,2018-07-16,2018-07-14,OBBW,Insider_OBBW_0,10% Owner,P-Purchase,252,2.42,608.97,10026,Direct,2
7655,2018-07-16,2018-07-15,VPYH,Insider_VPYH_0,CTO,P-Purchase,1912,7.85,15005.67,5412,Indirect,1
5071,2018-07-16,2018-07-14,AIKV,Insider_AIKV_1,10% Owner,S-Sale,938,2.7,2534.5,0,Direct,2
2006,2018-07-16,2018-07-14,NPNL,Insider_NPNL_4,CFO,S-Sale,1405,7.35,10333.68,32248,Direct,2
785,2018-07-16,2018-07-14,QZTL,Insider_QZTL_4,VP,S-Sale,382,7.48,2855.87,24842,Direct,2
582,2018-07-16,2018-07-15,HGC,Insider_HGC_6,Director,S-Sale,5780,59.12,341711.72,79787,Indirect,1
3041,2018-07-17,2018-07-16,LLEG,Insider_LLEG_3,VP,S-Sale,43535,13.6,591971.74,75914,Direct,1
5841,2018-07-17,2018-07-15,WDWK,Insider_WDWK_5,SVP,S-Sale,592,33.9,20067.31,10158,Direct,2
2027,2018-07-17,2018-07-13,NPNL,Insider_NPNL_2,SVP,S-Sale,8979,5.31,47642.45,0,Indirect,4
4247,2018-07-17,2018-07-12,ELQW,Insider_ELQW_0,Director,P-Purchase,12809,18.8,240775.19,124449,Direct,5
6470,2018-07-17,2018-07-14,UHZD,Insider_UHZD_5,SVP,P-Purchase,3358,22.26,74761.1,5886,Direct,3
5722,2018-07-18,2018-07-15,JPHF,Insider_JPHF_4,Director,S-Sale,3707,6.91,25601.49,0,Indirect,3
6251,2018-07-18,2018-07-17,CAAH,Insider_CAAH_2,Director,S-Sale,8395,22.27,186930.92,6002,Direct,1
857,2018-07-18,2018-07-08,FVJ,Insider_FVJ_3,Director,S-Sale,2210,10.83,23940.71,481445,Direct,10
3841,2018-07-19,2018-07-17,AASK,Insider_AASK_6,CEO,S-Sale,229,19.82,4539.19,14614,Direct,2
2637,2018-07-19,2018-07-16,AIKV,Insider_AIKV_1,10% Owner,S-Sale,70512,2.76,194691.6,0,Direct,3
2755,2018-07-19,2018-07-17,JSQX,Insider_JSQX_0,VP,S-Sale,10295,11.08,114052.71,6315,Trust,2
5710,2018-07-19,2018-07-17,KVP,Insider_KVP_4,General Counsel,S-Sale,2584,18.52,47846.58,18374,Direct,2
1675,2018-07-20,2018-07-19,OMA,Insider_OMA_2,SVP,S-Sale,5733,5.94,34033.17,53612,Direct,1
1003,2018-07-20,2018-07-16,YQYX,Insider_YQYX_2,10% Owner,S-Sale,250315,19.84,4965098.91,0,Direct,4
3647,2018-07-20,2018-07-17,HIGA,Insider_HIGA_3,Director,S-Sale,2187,2.85,6243.05,271947,Direct,3
7172,2018-07-20,2018-07-17,JZSG,Insider_JZSG_4,VP,P-Purchase,520,11.84,6158.72,9898,Trust,3
435,2018-07-20,2018-07-19,UWI,Insider_UWI_0,General Counsel,S-Sale,48730,42.05,2048867.5,0,Direct,1
567,2018-07-23,2018-07-23,AVA,Insider_AVA_2,CEO,S-Sale,893,23.02,20555.82,678438,Direct,0
352,2018-07-23,2018-07-21,ZHZ,Insider_ZHZ_0,CFO,P-Purchase,4374,8.59,37569.91,68326,Direct,2
6113,2018-07-23,2018-07-20,MRZF,Insider_MRZF_0,Director,S-Sale,1911,12.07,23066.66,6219,Direct,3
201,2018-07-23,2018-07-21,PSD,Insider_PSD_3,CEO,S-Sale,3139,13.25,41587.7,9607,Indirect,2
3479,2018-07-24,2018-07-22,MOUP,Insider_MOUP_2,CFO,S-Sale,2382,6.47,15420.12,436,Direct,2
4338,2018-07-24,2018-07-20,BAPW,Insider_BAPW_0,SVP,S-Sale,22288,67.35,1501192.42,0,Indirect,4
7950,2018-07-24,2018-07-22,BCQ,Insider_BCQ_2,SVP,S-Sale,80622,4.97,400579.37,0,Direct,2
1178,2018-07-25,2018-07-25,MOUP,Insider_MOUP_2,CFO,S-Sale,13055,9.52,124252.8,53436,Indirect,0
1795,2018-07-25,2018-07-22,OYV,Insider_OYV_0,CTO,S-Sale,278,15.91,4424.29,681305,Direct,3
2636,2018-07-26,2018-07-25,BTO,Insider_BTO_5,Director,P-Purchase,3291,9.57,31501.18,4231,Direct,1
7058,2018-07-26,2018-07-24,ELQW,Insider_ELQW_4,CTO,S-Sale,39229,16.89,662746.12,0,Direct,2
1028,2018-07-26,2018-07-24,DRHD,Insider_DRHD_0,10% Owner,P-Purchase,2937,5.73,16841.69,36071,Indirect,2
1715,2018-07-26,2018-07-24,FUB,Insider_FUB_7,CEO,S-Sale,1139,4.25,4843.5,65133,Direct,2
810,2018-07-27,2018-07-23,ZIGI,Insider_ZIGI_0,Director,P-Purchase,2079,4.2,8739.85,17730,Direct,4
7127,2018-07-27,2018-07-26,XEC,Insider_XEC_4,CEO,P-Purchase,1235,7.14,8823.41,11866,Direct,1
307,2018-07-27,2018-07-25,VXI,Insider_VXI_2,General Counsel,P-Purchase,70392,11.46,806831.37,75296,Direct,2
6279,2018-07-27,2018-07-25,DJEI,Insider_DJEI_3,CEO,P-Purchase,2487,8.07,20067.69,11087,Trust,2
7054,2018-07-27,2018-07-24,KEDC,Insider_KEDC_7,CFO,S-Sale,42967,6.72,288895.52,0,Direct,3
3554,2018-07-27,2018-07-24,SRC,Insider_SRC_1,Director,S-Sale,45540,33.44,1522821.26,0,Direct,3
752,2018-07-31,2018-07-31,TYDJ,Insider_TYDJ_1,Director,S-Sale,584,24.36,14224.16,29849,Direct,0
2033,2018-07-31,2018-07-31,GNZE,Insider_GNZE_0,COO,P-Purchase,17923,3.16,56707.98,103001,Direct,0
1796,2018-07-31,2018-07-28,URM,Insider_URM_0,VP,S-Sale,5707,5.53,31587.09,24165,Indirect,3
2197,2018-07-31,2018-07-29,JZL,Insider_JZL_0,SVP,P-Purchase,823,11.16,9183.14,255825,Direct,2
1181,2018-07-31,2018-07-26,YTQB,Insider_YTQB_2,Director,P-Purchase,3288,1.09,3582.29,108897,Trust,5
1218,2018-08-01,2018-07-30,ZJMS,Insider_ZJMS_8,Director,S-Sale,28233,10.96,309373.45,0,Direct,2
1838,2018-08-01,2018-07-28,AOA,Insider_AOA_0,General Counsel,S-Sale,283,11.96,3385.07,8690,Indirect,4
6921,2018-08-01,2018-07-31,VZCH,Insider_VZCH_3,10% Owner,P-Purchase,18296,8.62,157772.94,122228,Direct,1
5210,2018-08-01,2018-07-28,AEWZ,Insider_AEWZ_1,VP,S-Sale,65434,29.4,1923979.59,285700,Direct,4
5559,2018-08-01,2018-07-25,ROV,Insider_ROV_0,VP,P-Purchase,2348,25.86,60730.42,261838,Direct,7
4176,2018-08-01,2018-07-30,IDAD,Insider_IDAD_3,CEO,S-Sale,6898,37.7,260077.83,22155,Trust,2
5697,2018-08-01,2018-07-28,TKQH,Insider_TKQH_4,VP,S-Sale,7027,6.23,43806.23,0,Direct,4
7833,2018-08-01,2018-07-29,URM,Insider_URM_1,Director,S-Sale,1024,4.97,5090.77,13342,Indirect,3
3944,2018-08-02,2018-07-26,YXMZ,Insider_YXMZ_0,CEO,P-Purchase,1330,50.08,66605.44,5173,Direct,7
3917,2018-08-02,2018-08-02,NTS,Insider_NTS_6,VP,S-Sale,776,56.44,43794.54,1751,Direct,0
7462,2018-08-02,2018-07-31,CAAH,Insider_CAAH_0,10% Owner,P-Purchase,379,19.54,7405.19,63371,Direct,2
2213,2018-08-02,2018-07-29,OWNK,Insider_OWNK_0,VP,S-Sale,22578,22.01,497037.17,0,Direct,4
5172,2018-08-02,2018-07-30,YROI,Insider_YROI_3,VP,S-Sale,5165,8.38,43281.59,0,Direct,3
1544,2018-08-02,2018-07-26,CAAH,Insider_CAAH_6,CEO,S-Sale,51641,25.24,1303189.29,0,Indirect,7
280,2018-08-03,2018-08-02,XQQ,Insider_XQQ_5,SVP,S-Sale,2907,4.62,13423.43,107821,Direct,1
1282,2018-08-03,2018-07-31,OWNK,Insider_OWNK_1,SVP,S-Sale,153388,24.4,3743069.08,0,Direct,3
2990,2018-08-03,2018-07-27,ZHZ,Insider_ZHZ_3,VP,S-Sale,1138,9.24,10515.51,79866,Direct,7
5382,2018-08-03,2018-08-01,IGRD,Insider_IGRD_2,SVP,P-Purchase,5917,3.95,23373.54,15724,Direct,2
5220,2018-08-03,2018-07-31,GYQ,Insider_GYQ_4,COO,S-Sale,48700,13.15,640299.12,0,Direct,3
1306,2018-08-03,2018-07-31,JPHF,Insider_JPHF_5,10% Owner,S-Sale,130,7.39,960.53,29653,Direct,3
533,2018-08-06,2018-08-05,CQCP,Insider_CQCP_5,VP,P-Purchase,1481,61.22,90659.71,15476,Direct,1
5177,2018-08-06,2018-08-02,JCGP,Insider_JCGP_1,10% Owner,S-Sale,2354,53.38,125657.51,0,Direct,4
1577,2018-08-06,2018-08-03,EVY,Insider_EVY_1,Director,P-Purchase,33088,10.38,343351.59,47443,Trust,3
